id,host_is_superhost,host_response_time,host_response_rate,host_acceptance_rate,host_total_listings_count,host_has_profile_pic,property_type,room_type,accommodates,minimum_nights,maximum_nights,instant_bookable,availability_365,price,number_of_reviews,reviews_per_month,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,neighbourhood_cleansed,survived,bathrooms,host_tenure_days,has_wifi,has_kitchen,has_air_conditioning,has_free_parking,has_heating,has_bed_linens,has_tv
21371197,1.0,within a day,1.0,1.0,4.0,1.0,Private room in home,Private room,3,5,1125,0,44,30.0,15,0.24,4.87,4.67,4.8,4.87,4.87,4.8,4.8,78729,0,1.5,2315.0,1,1,1,1,1,0,1
21372903,1.0,within an hour,1.0,0.97,2.0,1.0,Private room in home,Private room,2,1,5,0,53,45.0,270,4.29,4.94,4.94,4.96,4.96,4.96,4.84,4.95,78728,0,1.0,2068.0,1,0,1,1,1,1,0
21380098,0.0,,,1.0,1.0,1.0,Entire guesthouse,Entire home/apt,3,4,1125,1,349,100.0,108,1.64,4.49,4.56,4.28,4.86,4.82,4.72,4.63,78754,1,1.0,2490.0,1,1,1,1,1,1,1
21383010,1.0,within an hour,1.0,0.71,18.0,1.0,Entire home,Entire home/apt,16,1,365,1,320,2588.0,25,0.39,4.76,4.84,4.84,5.0,4.72,4.64,4.44,78737,1,6.5,2009.0,1,1,1,1,1,0,1
21383011,1.0,within an hour,1.0,0.71,18.0,1.0,Entire home,Entire home/apt,16,1,365,1,325,2190.0,60,0.95,4.85,4.83,4.72,4.88,4.88,4.82,4.63,78737,1,4.0,2009.0,1,1,1,1,1,0,1
21396917,0.0,,,,5.0,1.0,Entire rental unit,Entire home/apt,4,2,1125,0,0,265.0,1,0.02,5.0,5.0,5.0,5.0,5.0,5.0,5.0,78741,1,1.5,2858.0,1,1,1,1,1,0,1
21398002,0.0,within an hour,0.98,0.63,140.0,1.0,Shared room in rental unit,Shared room,1,30,1125,0,102,27.0,4,0.06,4.25,3.0,3.75,4.25,4.5,4.25,4.75,78751,1,1.0,3516.0,1,1,1,1,1,0,1
21428621,0.0,,,,2.0,1.0,Entire rental unit,Entire home/apt,4,30,365,0,0,49.0,17,0.27,4.94,5.0,4.94,4.94,4.94,4.65,4.94,78745,1,1.0,2898.0,1,1,1,1,1,1,1
21428764,0.0,,,,2.0,1.0,Entire rental unit,Entire home/apt,4,2,1125,0,0,179.0,67,1.03,4.96,4.96,4.99,4.99,5.0,5.0,4.85,78701,1,1.0,2423.0,1,1,1,1,1,1,1
21435388,0.0,within an hour,0.91,0.99,85.0,1.0,Entire townhouse,Entire home/apt,6,2,1125,1,355,249.0,58,0.89,4.64,4.62,4.52,4.81,4.71,4.91,4.55,78703,1,2.5,4130.0,1,1,1,1,1,1,1
21437139,0.0,within an hour,0.91,0.99,85.0,1.0,Entire townhouse,Entire home/apt,2,2,1125,1,358,137.0,61,0.93,4.69,4.77,4.87,4.77,4.69,4.82,4.72,78703,1,1.0,4130.0,1,1,1,1,1,1,1
21438820,0.0,,,,1.0,1.0,Entire rental unit,Entire home/apt,4,1,1125,0,0,100.0,31,0.48,4.71,4.71,4.71,4.65,4.74,4.9,4.87,78704,1,1.0,2018.0,1,1,1,1,1,1,1
21443689,0.0,,,1.0,2.0,1.0,Entire guesthouse,Entire home/apt,2,2,1125,0,0,110.0,64,0.98,5.0,5.0,5.0,4.98,5.0,4.9,4.94,78702,1,1.0,3285.0,1,1,1,1,1,1,1
21446808,0.0,,,,2.0,1.0,Entire home,Entire home/apt,1,1,1125,0,0,179.0,2,0.03,5.0,5.0,5.0,5.0,5.0,5.0,4.5,78722,1,1.0,2586.0,1,1,1,1,1,0,1
21461820,0.0,,,,1.0,1.0,Private room in rental unit,Private room,1,1,1125,0,0,48.0,0,,4.93,4.95,4.92,5.0,5.0,4.92,4.86,78747,1,1.0,1986.0,1,1,1,1,1,0,0
21470147,0.0,within an hour,0.98,0.63,140.0,1.0,Private room in rental unit,Private room,2,30,1125,0,320,45.0,11,0.17,4.55,4.09,3.73,4.55,4.55,4.64,4.09,78756,1,1.0,3516.0,1,1,1,1,1,0,1
21471940,0.0,,,,2.0,1.0,Entire home,Entire home/apt,6,2,1125,0,0,275.0,1,0.02,5.0,5.0,5.0,5.0,5.0,5.0,5.0,78752,1,1.0,3274.0,1,1,1,1,1,0,1
21472604,0.0,,,1.0,1.0,1.0,Camper/RV,Entire home/apt,2,2,1125,0,324,105.0,96,1.47,4.96,4.93,4.97,4.97,4.96,4.92,4.94,78737,0,1.0,4047.0,1,1,0,1,1,1,1
21475009,0.0,,,,1.0,1.0,Private room in home,Private room,2,2,7,0,0,50.0,0,,4.93,4.95,4.92,5.0,5.0,4.92,4.86,78751,1,1.0,1985.0,1,1,1,0,0,0,0
21482635,1.0,within an hour,1.0,1.0,30.0,1.0,Entire home,Entire home/apt,14,31,500,0,64,1450.0,0,,4.93,4.95,4.92,5.0,5.0,4.92,4.86,78703,1,5.0,3411.0,1,1,0,1,1,0,1
21529999,0.0,within an hour,0.98,0.63,140.0,1.0,Private room in rental unit,Private room,2,30,1125,0,310,45.0,9,0.14,4.56,4.67,4.11,4.67,4.78,4.78,4.33,78751,1,1.0,3516.0,1,1,1,1,1,0,1
21549405,0.0,,,,1.0,1.0,Private room in home,Private room,4,30,30,0,0,60.0,12,0.19,4.82,4.82,5.0,5.0,4.82,4.73,4.82,78758,1,1.0,1979.0,1,1,1,1,1,1,1
21561353,0.0,,,,1.0,1.0,Entire home,Entire home/apt,6,2,14,0,0,355.0,5,0.08,5.0,5.0,5.0,5.0,5.0,5.0,5.0,78704,1,3.0,2530.0,1,1,1,1,1,0,1
21576075,0.0,,,1.0,4.0,1.0,Private room in home,Private room,7,3,1125,0,89,514.0,22,0.37,4.77,4.95,4.59,5.0,5.0,4.91,4.77,78732,0,1.0,1977.0,1,1,1,0,1,1,1
21592169,0.0,,,,2.0,1.0,Entire condo,Entire home/apt,3,3,1125,0,0,125.0,5,0.08,5.0,5.0,5.0,5.0,5.0,5.0,5.0,78701,1,1.0,2284.0,1,1,1,0,1,1,1
21597381,0.0,within an hour,1.0,0.97,15.0,1.0,Entire home,Entire home/apt,6,30,365,0,179,178.0,9,0.18,3.5,3.88,2.88,4.75,5.0,4.88,3.5,78736,1,2.5,3181.0,1,1,1,1,1,1,1
21607623,1.0,within an hour,1.0,0.99,97.0,1.0,Entire home,Entire home/apt,14,2,180,1,245,674.0,52,0.83,4.67,4.75,4.62,5.0,4.75,4.69,4.6,78733,1,3.5,2097.0,1,1,1,0,1,1,1
21619991,1.0,within an hour,1.0,0.97,2.0,1.0,Entire home,Entire home/apt,2,2,1125,0,132,206.0,57,0.93,4.82,4.89,4.73,4.98,4.98,4.95,4.7,78751,1,1.0,2278.0,1,1,1,1,1,0,1
21622623,1.0,within an hour,1.0,1.0,4.0,1.0,Entire guest suite,Entire home/apt,2,3,1125,1,214,120.0,91,1.43,4.89,4.91,4.92,4.98,4.97,4.56,4.76,78741,1,1.0,2719.0,1,0,0,1,1,1,1
21622665,0.0,,,,1.0,1.0,Entire townhouse,Entire home/apt,5,1,5,0,0,150.0,3,0.05,5.0,5.0,5.0,5.0,5.0,5.0,5.0,78704,1,1.5,2509.0,1,1,1,1,1,0,1
21642410,0.0,,,,2.0,1.0,Private room in townhouse,Private room,2,2,30,0,0,35.0,1,0.02,0.0,4.95,4.92,5.0,5.0,4.92,4.86,78741,1,2.5,3084.0,1,1,1,1,1,0,1
21660484,1.0,within an hour,1.0,0.9,9.0,1.0,Entire townhouse,Entire home/apt,4,7,45,0,29,319.0,71,1.16,4.87,4.85,4.87,4.97,4.99,4.94,4.85,78704,0,2.0,3586.0,1,1,1,1,1,1,1
21665490,0.0,,,,2.0,1.0,Entire rental unit,Entire home/apt,4,1,3,0,0,98.0,25,0.39,5.0,5.0,4.96,5.0,5.0,4.96,5.0,78738,1,1.0,2498.0,1,1,1,1,1,1,1
21678278,0.0,,,,2.0,1.0,Entire home,Entire home/apt,6,1,1125,0,0,275.0,0,,4.93,4.95,4.92,5.0,5.0,4.92,4.86,78739,1,4.0,1987.0,1,1,1,1,1,0,1
21684576,0.0,,,,5.0,1.0,Private room in home,Private room,6,1,1125,0,0,84.0,0,,4.93,4.95,4.92,5.0,5.0,4.92,4.86,78704,1,1.0,2942.0,1,1,1,1,1,0,1
21696485,1.0,within an hour,1.0,1.0,3.0,1.0,Entire home,Entire home/apt,16,3,1125,1,286,1164.0,96,1.52,4.97,4.94,4.92,4.97,5.0,4.95,4.92,78737,1,5.5,1969.0,1,1,1,1,1,1,1
21699318,0.0,,,,2.0,1.0,Private room in home,Private room,2,2,10,1,0,25.0,28,0.52,4.89,4.96,4.85,5.0,4.93,4.93,4.93,78702,1,1.0,2586.0,1,1,1,1,1,1,1
21708147,1.0,within an hour,1.0,1.0,2.0,1.0,Entire guesthouse,Entire home/apt,3,3,30,1,138,128.0,69,1.06,4.97,4.97,4.99,4.94,4.96,4.91,4.91,78745,1,1.0,2052.0,1,1,1,1,1,1,1
21716007,1.0,within an hour,1.0,0.91,2.0,1.0,Entire townhouse,Entire home/apt,4,3,14,0,0,85.0,26,0.4,4.77,4.92,4.88,5.0,4.88,4.84,4.84,78727,1,1.0,2412.0,1,1,1,1,1,0,1
21729941,0.0,,,,2.0,1.0,Entire home,Entire home/apt,4,30,1125,1,0,78.0,13,0.21,4.54,4.85,4.46,5.0,5.0,4.85,4.62,78744,1,1.5,2796.0,1,1,1,1,1,1,1
21752199,1.0,within an hour,1.0,0.95,7.0,1.0,Private room in home,Private room,5,1,1125,0,8,146.0,84,1.29,4.8,4.85,4.81,4.94,4.94,4.74,4.74,78741,0,1.5,3027.0,1,1,1,1,1,0,1
21756002,0.0,within an hour,1.0,1.0,42.0,1.0,Entire condo,Entire home/apt,5,1,180,1,243,458.0,144,2.24,4.53,4.69,4.6,4.77,4.62,4.92,4.46,78701,1,1.5,3710.0,1,1,1,1,1,0,1
21763856,0.0,within a few hours,1.0,0.86,2.0,1.0,Entire home,Entire home/apt,10,3,7,0,40,499.0,16,0.27,4.88,4.88,5.0,5.0,4.94,5.0,4.94,78733,1,3.5,2515.0,1,1,1,0,1,1,1
21781333,0.0,,,,2.0,1.0,Private room in home,Private room,2,30,90,0,0,100.0,0,,4.93,4.95,4.92,5.0,5.0,4.92,4.86,78704,1,1.0,2984.0,1,1,1,1,1,0,1
21782048,0.0,,,,1.0,1.0,Entire home,Entire home/apt,5,4,14,0,0,275.0,2,0.03,5.0,5.0,5.0,5.0,5.0,4.5,4.5,78702,1,2.5,4930.0,1,1,1,1,1,0,1
21786420,0.0,,,,2.0,1.0,Entire rental unit,Entire home/apt,2,2,7,0,0,65.0,0,,4.93,4.95,4.92,5.0,5.0,4.92,4.86,78704,1,1.0,3627.0,1,1,0,1,1,0,0
21798486,0.0,,,,1.0,1.0,Entire bungalow,Entire home/apt,4,2,1125,0,0,169.0,24,0.38,5.0,5.0,4.83,4.96,4.96,5.0,5.0,78704,1,2.0,3447.0,1,1,1,1,1,1,1
21810786,0.0,,,,1.0,1.0,Private room in home,Private room,1,1,1125,0,0,45.0,0,,4.93,4.95,4.92,5.0,5.0,4.92,4.86,78759,1,1.0,1961.0,1,0,1,1,1,0,1
21817632,0.0,,,,1.0,1.0,Entire condo,Entire home/apt,4,5,28,0,0,128.0,7,0.11,5.0,5.0,5.0,4.86,5.0,5.0,4.71,78701,1,1.0,1961.0,1,1,1,1,1,0,1
21821092,0.0,,,,1.0,1.0,Private room in rental unit,Private room,1,5,29,0,0,28.0,4,0.06,5.0,5.0,5.0,5.0,5.0,5.0,5.0,78705,1,2.0,2070.0,1,1,1,1,0,0,0
21832670,0.0,,,,1.0,1.0,Private room in condo,Private room,2,7,1125,0,0,38.0,8,0.12,5.0,4.88,4.88,4.88,4.75,4.88,4.88,78703,0,1.0,2562.0,1,1,1,1,1,0,1
21836513,1.0,within an hour,1.0,1.0,5.0,1.0,Entire home,Entire home/apt,7,3,1125,0,165,145.0,59,0.92,4.83,4.93,4.71,4.98,5.0,4.92,4.9,78729,1,2.5,1959.0,1,1,1,0,1,1,1
21838336,0.0,,,,2.0,1.0,Private room in home,Private room,2,2,1125,0,0,30.0,5,0.08,4.6,4.6,4.4,5.0,5.0,4.8,5.0,78744,1,1.0,2349.0,1,1,1,1,0,0,1
21838378,0.0,,,,1.0,1.0,Entire rental unit,Entire home/apt,3,1,30,0,0,75.0,0,,4.93,4.95,4.92,5.0,5.0,4.92,4.86,78741,0,1.0,1959.0,1,1,1,1,1,0,1
21845198,0.0,,,,1.0,1.0,Shared room in home,Shared room,1,1,60,1,0,50.0,0,,4.93,4.95,4.92,5.0,5.0,4.92,4.86,78705,1,1.0,3217.0,1,1,1,1,0,0,0
21851805,0.0,,,,1.0,1.0,Entire guesthouse,Entire home/apt,3,2,1125,0,0,81.0,71,1.2,4.99,5.0,4.96,4.99,5.0,4.94,4.97,78757,1,1.0,1958.0,1,1,1,0,1,1,1
21868994,0.0,,,,3.0,1.0,Private room in rental unit,Private room,2,2,5,0,0,45.0,2,0.03,5.0,5.0,5.0,5.0,5.0,5.0,5.0,78705,1,1.0,3007.0,1,1,1,0,1,0,0
21869480,0.0,,,,1.0,1.0,Entire home,Entire home/apt,7,1,30,0,0,78.0,15,0.23,4.6,4.8,4.93,5.0,4.8,4.07,4.53,78741,1,1.0,1957.0,1,1,1,1,1,1,0
21871311,0.0,,,,33.0,1.0,Entire rental unit,Entire home/apt,3,1,1125,0,77,111.0,248,3.91,4.72,4.86,4.71,4.97,4.96,4.67,4.7,78721,1,1.0,2844.0,1,1,1,1,1,1,1
21881708,0.0,within an hour,0.98,0.63,140.0,1.0,Shared room in rental unit,Shared room,1,30,1125,0,85,17.0,8,0.13,4.88,5.0,4.75,5.0,4.75,4.88,4.75,78751,1,1.0,3516.0,1,1,1,1,1,0,1
21881807,0.0,within an hour,0.98,0.63,140.0,1.0,Shared room in rental unit,Shared room,1,30,1125,0,79,19.0,11,0.18,4.91,5.0,4.45,5.0,4.55,4.82,4.91,78751,1,1.0,3516.0,1,1,1,1,1,0,1
21881859,0.0,within an hour,0.98,0.63,140.0,1.0,Shared room in rental unit,Shared room,1,30,1125,0,103,19.0,6,0.1,4.83,5.0,4.67,4.67,5.0,4.67,4.83,78751,1,1.0,3516.0,1,1,1,1,1,0,1
21881893,0.0,within an hour,0.98,0.63,140.0,1.0,Shared room in rental unit,Shared room,1,30,1125,0,319,19.0,8,0.13,4.5,4.5,4.38,4.38,4.5,4.5,4.5,78751,1,1.0,3516.0,1,1,1,1,1,0,1
21899319,1.0,within a few hours,1.0,1.0,2.0,1.0,Entire bungalow,Entire home/apt,4,30,300,0,294,150.0,8,0.13,5.0,5.0,5.0,5.0,5.0,5.0,5.0,78704,0,2.0,4719.0,1,1,1,1,1,1,1
21905307,0.0,,,,1.0,1.0,Entire rental unit,Entire home/apt,4,3,20,0,0,99.0,1,0.02,5.0,5.0,4.0,5.0,5.0,5.0,5.0,78727,1,2.0,1954.0,1,1,1,1,1,0,1
21925063,1.0,within an hour,1.0,0.96,6.0,1.0,Private room in tiny home,Private room,1,30,125,0,200,60.0,35,0.57,5.0,5.0,5.0,5.0,5.0,4.97,5.0,78748,1,1.0,3103.0,1,1,1,1,1,1,0
21931186,1.0,within a few hours,1.0,1.0,1.0,1.0,Entire home,Entire home/apt,2,30,50,0,164,219.0,7,0.11,4.86,4.86,4.71,5.0,5.0,5.0,4.86,78704,1,1.0,3421.0,1,1,1,1,1,0,1
21931663,0.0,within an hour,1.0,0.97,1.0,1.0,Entire rental unit,Entire home/apt,4,1,1124,0,19,130.0,74,1.16,4.95,4.97,4.84,4.97,4.96,4.9,4.92,78741,1,1.0,2725.0,1,1,1,1,1,1,1
21934497,0.0,within an hour,1.0,1.0,1.0,1.0,Entire home,Entire home/apt,6,2,31,0,89,676.0,68,1.08,4.93,5.0,4.99,5.0,4.99,4.91,4.9,78702,1,2.5,2216.0,1,1,1,1,1,1,1
21938635,1.0,within an hour,1.0,1.0,3.0,1.0,Private room in home,Private room,2,30,1125,0,65,42.0,28,0.45,4.89,4.85,4.7,4.93,4.85,4.74,4.81,78747,1,1.5,1952.0,1,1,1,1,1,0,1
21946737,0.0,,,,1.0,1.0,Private room in home,Private room,2,1,1,0,0,10.0,0,,4.93,4.95,4.92,5.0,5.0,4.92,4.86,78731,1,1.0,1951.0,0,0,1,0,1,0,1
21950186,0.0,within an hour,0.95,0.99,3.0,1.0,Entire home,Entire home/apt,16,2,1125,0,139,457.0,77,1.22,4.9,4.84,4.81,4.92,4.9,4.84,4.84,78704,1,4.0,3206.0,1,1,1,1,1,1,1
21963671,1.0,within an hour,1.0,1.0,5.0,1.0,Entire guesthouse,Entire home/apt,4,2,16,0,144,198.0,271,4.21,4.99,4.98,4.98,5.0,4.99,4.98,4.94,78756,1,1.0,2524.0,1,1,1,1,1,1,1
21976448,1.0,within an hour,1.0,0.73,5.0,1.0,Entire home,Entire home/apt,4,5,1125,0,106,525.0,8,0.21,5.0,5.0,5.0,5.0,5.0,5.0,5.0,78704,1,2.0,4300.0,1,1,1,1,1,0,1
21983036,0.0,,,,1.0,1.0,Entire rental unit,Entire home/apt,2,1,1125,0,0,125.0,27,0.42,4.96,4.96,4.92,4.92,4.96,5.0,4.92,78704,1,1.0,2959.0,1,1,1,1,1,1,1
21983210,1.0,within an hour,0.94,0.92,2.0,1.0,Entire home,Entire home/apt,8,2,1125,0,108,514.0,437,6.87,4.88,4.93,4.83,4.97,4.96,4.94,4.86,78702,1,2.5,2736.0,1,1,1,1,1,0,1
21994620,0.0,,,,1.0,1.0,Private room,Private room,2,1,30,0,0,50.0,0,,4.93,4.95,4.92,5.0,5.0,4.92,4.86,78741,1,1.5,2665.0,1,1,1,0,1,0,0
22010350,0.0,,,,2.0,1.0,Private room in home,Private room,2,1,4,0,0,35.0,3,0.05,4.67,5.0,4.67,4.67,4.67,4.33,4.67,78744,1,1.0,2349.0,1,1,1,0,0,0,0
22045856,0.0,within an hour,1.0,0.99,42.0,1.0,Entire home,Entire home/apt,2,3,1125,0,241,82.0,67,1.14,4.61,4.82,4.69,4.88,4.75,4.96,4.64,78704,1,1.0,4342.0,1,1,1,1,1,1,1
22063431,1.0,within an hour,1.0,1.0,1.0,1.0,Entire bungalow,Entire home/apt,6,2,31,1,82,199.0,152,2.37,4.76,4.93,4.98,4.97,4.97,4.45,4.74,78719,0,2.0,2971.0,1,1,1,1,1,1,1
22077588,0.0,,,,1.0,1.0,Private room in home,Private room,2,1,1125,0,0,29.0,0,,4.93,4.95,4.92,5.0,5.0,4.92,4.86,78717,1,1.0,2025.0,1,1,1,1,1,0,1
22084054,0.0,,,,33.0,1.0,Entire rental unit,Entire home/apt,3,1,1125,0,85,97.0,230,3.59,4.68,4.77,4.54,4.9,4.93,4.72,4.7,78721,1,1.0,2844.0,1,1,1,1,1,1,1
22084100,1.0,within an hour,1.0,1.0,1.0,1.0,Entire rental unit,Entire home/apt,2,3,14,0,0,125.0,79,1.3,4.68,4.78,4.62,4.95,4.86,4.87,4.71,78705,1,1.0,2055.0,1,1,1,1,1,1,1
22089645,0.0,,,,2.0,1.0,Entire home,Entire home/apt,2,3,8,0,0,60.0,10,0.16,5.0,5.0,4.89,5.0,5.0,4.89,5.0,78704,1,1.5,3933.0,1,1,1,1,1,0,1
22119637,0.0,within an hour,0.98,1.0,16.0,1.0,Tiny home,Entire home/apt,4,1,365,1,259,144.0,127,2.07,4.77,4.87,4.6,4.89,4.85,4.74,4.72,78724,1,1.0,3241.0,1,1,1,1,1,1,1
22123171,0.0,,,,33.0,1.0,Entire rental unit,Entire home/apt,3,1,1125,1,77,95.0,212,3.32,4.74,4.82,4.71,4.92,4.92,4.63,4.74,78721,1,1.0,2844.0,1,1,1,1,1,1,1
22124112,0.0,within an hour,1.0,1.0,1.0,1.0,Entire home,Entire home/apt,10,3,1125,1,299,777.0,84,1.32,4.83,4.88,4.72,4.95,4.9,4.94,4.8,78746,1,4.5,2429.0,1,1,1,1,1,1,1
22125374,0.0,within an hour,1.0,1.0,1.0,1.0,Entire home,Entire home/apt,4,2,1125,0,3,280.0,6,0.14,5.0,5.0,5.0,5.0,5.0,5.0,4.83,78704,1,1.0,1941.0,1,1,1,1,1,1,1
22159043,0.0,within an hour,0.91,1.0,392.0,1.0,Entire home,Entire home/apt,6,2,1125,1,361,205.0,30,0.51,4.47,4.77,4.83,4.87,4.7,4.77,4.33,78756,1,2.5,2278.0,1,1,1,1,0,1,1
22163664,0.0,,,,33.0,1.0,Entire rental unit,Entire home/apt,3,1,1125,0,71,93.0,193,3.08,4.65,4.75,4.62,4.94,4.9,4.64,4.67,78721,0,1.0,2844.0,1,1,0,1,1,1,1
22163729,0.0,,,,33.0,1.0,Entire rental unit,Entire home/apt,3,1,1125,0,86,93.0,215,3.39,4.66,4.74,4.58,4.92,4.94,4.56,4.69,78721,1,1.0,2844.0,1,1,1,1,1,1,1
22167599,0.0,within a day,1.0,0.5,2.0,1.0,Entire home,Entire home/apt,6,3,1125,0,0,271.0,12,0.19,5.0,5.0,4.92,5.0,5.0,4.67,5.0,78729,0,2.0,3805.0,1,1,1,1,1,1,1
22179139,0.0,,,,1.0,1.0,Private room in rental unit,Private room,2,1,30,0,0,35.0,17,0.27,4.44,4.5,4.5,4.81,4.81,4.81,4.44,78751,1,1.0,1938.0,1,1,1,1,1,0,1
22181357,1.0,within an hour,1.0,1.0,9.0,1.0,Entire home,Entire home/apt,6,2,1125,1,289,370.0,246,3.88,4.97,4.98,4.98,4.95,4.96,4.96,4.9,78702,1,2.0,2951.0,1,1,1,0,1,1,1
22188023,1.0,within a few hours,1.0,1.0,1.0,1.0,Entire condo,Entire home/apt,6,3,21,1,256,185.0,103,1.62,4.89,4.94,4.88,4.86,4.89,4.83,4.85,78738,0,2.5,1937.0,1,1,1,1,1,1,1
22193912,0.0,within an hour,1.0,,1.0,1.0,Entire cottage,Entire home/apt,4,1,183,0,0,138.0,168,2.65,4.96,4.96,4.98,4.98,4.98,4.97,4.94,78737,1,1.0,2385.0,1,1,1,1,1,1,1
22194552,1.0,within an hour,1.0,1.0,3.0,1.0,Private room in home,Private room,2,6,120,1,70,38.0,20,0.31,4.8,4.8,4.7,4.8,4.9,4.65,4.8,78747,1,1.0,2588.0,1,1,1,1,1,1,1
22214188,0.0,,,0.0,1.0,1.0,Entire home,Entire home/apt,2,3,1125,0,0,300.0,17,0.28,5.0,5.0,5.0,4.88,5.0,4.35,4.76,78721,0,2.0,3874.0,1,1,1,1,1,1,1
22227442,0.0,within an hour,1.0,0.88,2.0,1.0,Entire home,Entire home/apt,6,4,30,0,0,543.0,38,0.62,4.97,4.97,4.95,5.0,5.0,4.89,4.89,78731,1,2.5,1976.0,1,1,1,1,1,0,1
22232428,0.0,within an hour,0.99,1.0,5.0,1.0,Entire rental unit,Entire home/apt,4,1,1125,1,14,112.0,471,7.37,4.7,4.77,4.63,4.85,4.9,4.86,4.69,78701,0,1.0,2765.0,1,1,1,1,1,1,1
22241805,1.0,within an hour,1.0,1.0,3.0,1.0,Entire home,Entire home/apt,5,3,1125,0,164,156.0,98,1.59,4.92,4.97,4.95,4.98,4.99,4.94,4.91,78748,1,1.0,1934.0,1,1,1,1,1,0,1
22247580,0.0,,,1.0,1.0,1.0,Entire guesthouse,Entire home/apt,3,2,10,0,0,111.0,89,1.4,4.76,4.81,4.62,4.91,4.89,4.9,4.72,78705,1,1.0,2577.0,1,1,1,1,1,1,0
22258118,0.0,,,,3.0,1.0,Entire rental unit,Entire home/apt,4,5,30,1,0,200.0,1,0.02,4.0,3.0,5.0,5.0,5.0,5.0,4.0,78721,1,1.0,1933.0,1,1,1,1,1,0,0
22258195,0.0,,,,3.0,1.0,Private room in rental unit,Private room,2,7,1125,1,0,90.0,5,0.09,5.0,4.6,5.0,5.0,5.0,5.0,5.0,78721,0,1.0,1933.0,1,1,1,1,1,0,0
22262987,0.0,,,1.0,3.0,1.0,Private room in home,Private room,2,1,31,0,364,180.0,1,0.02,0.0,4.95,4.92,5.0,5.0,4.92,4.86,78748,1,1.0,2311.0,1,1,1,1,1,0,1
22266927,0.0,within an hour,1.0,1.0,2.0,1.0,Entire guesthouse,Entire home/apt,2,1,21,0,82,150.0,192,3.03,4.82,4.9,4.94,4.98,4.93,4.72,4.77,78721,1,1.0,2846.0,1,0,0,1,1,1,1
22271157,0.0,,,,7.0,1.0,Entire guesthouse,Entire home/apt,3,1,1125,1,0,60.0,0,,4.93,4.95,4.92,5.0,5.0,4.92,4.86,78741,1,1.0,2577.0,1,1,1,1,1,0,0
22293429,1.0,within an hour,0.98,0.84,69.0,1.0,Entire home,Entire home/apt,10,1,1125,0,0,650.0,32,0.52,4.91,4.94,4.91,4.97,4.97,4.97,4.81,78702,1,4.0,4118.0,1,1,1,1,1,1,1
22303823,0.0,,,,1.0,1.0,Entire rental unit,Entire home/apt,3,1,1125,0,0,125.0,0,,4.93,4.95,4.92,5.0,5.0,4.92,4.86,78704,1,1.0,2151.0,1,1,1,0,1,0,1
22304248,0.0,,,,2.0,1.0,Entire home,Entire home/apt,6,1,1125,0,0,225.0,1,0.02,5.0,5.0,5.0,5.0,5.0,5.0,5.0,78704,1,2.0,3468.0,1,1,1,1,1,0,1
22308485,0.0,,,,2.0,1.0,Entire rental unit,Entire home/apt,4,1,7,0,0,65.0,3,0.05,5.0,5.0,5.0,5.0,5.0,4.5,5.0,78722,1,1.0,3162.0,1,1,1,1,1,0,1
22309638,0.0,,,,3.0,1.0,Entire rental unit,Entire home/apt,6,1,1125,0,0,65.0,2,0.03,4.0,5.0,5.0,5.0,5.0,5.0,4.0,78757,1,1.0,2844.0,1,1,1,1,1,0,0
22309779,0.0,,,,1.0,1.0,Private room in home,Private room,2,1,4,1,0,50.0,0,,4.93,4.95,4.92,5.0,5.0,4.92,4.86,78705,1,1.5,2780.0,1,1,1,1,1,0,0
22328612,0.0,,,,5.0,1.0,Private room in home,Private room,2,1,32,0,0,70.0,25,0.4,5.0,4.96,5.0,4.96,4.92,4.84,4.92,78702,1,1.0,2416.0,1,1,1,1,1,0,1
22339501,0.0,within a few hours,1.0,0.73,421.0,1.0,Entire condo,Entire home/apt,6,3,1125,0,365,999.0,3,0.06,4.67,5.0,5.0,5.0,5.0,5.0,5.0,78701,1,2.0,2713.0,1,1,1,1,1,0,1
22339730,0.0,within a day,1.0,,1.0,1.0,Entire rental unit,Entire home/apt,4,182,1125,0,70,115.0,81,1.28,4.99,5.0,5.0,4.95,4.99,4.98,4.96,78757,0,1.0,2812.0,1,1,1,1,1,1,1
22342728,0.0,,,,2.0,1.0,Entire rental unit,Entire home/apt,4,1,4,0,0,65.0,0,,4.93,4.95,4.92,5.0,5.0,4.92,4.86,78702,1,1.0,3162.0,1,1,1,1,1,0,1
22344219,0.0,,,,1.0,1.0,Entire rental unit,Entire home/apt,2,1,32,0,0,100.0,0,,4.93,4.95,4.92,5.0,5.0,4.92,4.86,78727,1,1.0,2110.0,1,1,1,1,1,0,0
22356583,0.0,,,,1.0,1.0,Entire rental unit,Entire home/apt,4,1,5,0,0,85.0,1,0.02,1.0,1.0,3.0,1.0,3.0,3.0,3.0,78741,1,1.0,2966.0,1,1,0,1,1,0,1
22360335,0.0,,,,2.0,1.0,Private room in home,Private room,2,5,1125,0,0,38.0,0,,4.93,4.95,4.92,5.0,5.0,4.92,4.86,78745,1,1.0,2973.0,1,1,1,1,1,0,0
22361123,1.0,within an hour,1.0,1.0,2.0,1.0,Entire townhouse,Entire home/apt,4,1,1125,0,161,158.0,268,4.23,4.93,4.94,4.93,4.96,4.98,4.76,4.89,78745,1,1.0,2169.0,1,1,1,1,1,1,1
