id,host_is_superhost,host_response_time,host_response_rate,host_acceptance_rate,host_total_listings_count,host_has_profile_pic,property_type,room_type,accommodates,minimum_nights,maximum_nights,instant_bookable,availability_365,price,number_of_reviews,reviews_per_month,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,neighbourhood_cleansed,survived,bathrooms,host_tenure_days,has_wifi,has_kitchen,has_air_conditioning,has_free_parking,has_heating,has_bed_linens,has_tv
347935,0.0,,,,1.0,1.0,Entire home,Entire home/apt,6,5,14,0,0,643.0,1,0.01,5.0,3.0,5.0,5.0,5.0,5.0,5.0,78704,1,1.0,4060.0,1,1,1,1,1,0,1
349447,0.0,,,,8.0,1.0,Entire bungalow,Entire home/apt,4,1,1124,1,1,157.0,815,6.09,4.85,4.9,4.85,4.95,4.95,4.78,4.76,78702,1,1.0,4028.0,1,1,0,0,1,1,1
349635,0.0,,,0.73,4.0,1.0,Private room in guest suite,Private room,1,1,1125,0,0,88.0,71,0.61,4.67,4.79,4.61,4.91,4.91,4.91,4.73,78703,1,1.0,4059.0,1,0,1,1,1,0,1
350072,0.0,,,,1.0,1.0,Entire home,Entire home/apt,6,3,30,0,0,825.0,6,0.05,5.0,5.0,5.0,5.0,5.0,4.83,4.67,78704,1,3.0,4070.0,1,1,1,1,1,0,1
351865,0.0,,,,1.0,1.0,Private room in home,Private room,2,1,30,0,0,75.0,0,,4.93,4.95,4.92,5.0,5.0,4.92,4.86,78754,1,1.0,4057.0,0,0,1,1,1,0,1
353126,1.0,within an hour,1.0,1.0,5.0,1.0,Entire rental unit,Entire home/apt,2,29,240,0,258,64.0,6,0.04,4.83,4.8,5.0,5.0,5.0,4.8,4.6,78704,0,1.0,4056.0,1,1,1,1,1,1,1
353261,0.0,within an hour,1.0,0.94,1.0,1.0,Entire home,Entire home/apt,10,3,1125,0,226,761.0,204,1.86,4.82,4.86,4.84,4.96,4.88,4.95,4.75,78704,1,3.5,4056.0,1,1,1,1,1,0,1
353955,0.0,,,,1.0,1.0,Entire rental unit,Entire home/apt,2,3,14,0,0,225.0,1,0.01,4.0,3.0,4.0,4.0,5.0,5.0,5.0,78746,0,,4055.0,1,1,1,1,1,0,1
354263,1.0,within an hour,1.0,0.99,2.0,1.0,Entire guesthouse,Entire home/apt,4,1,1125,1,324,160.0,382,2.85,4.9,4.92,4.95,4.93,4.91,4.93,4.84,78704,1,1.0,4063.0,1,1,1,1,1,1,1
354513,0.0,,,,1.0,1.0,Entire home,Entire home/apt,4,3,1125,0,0,630.0,5,0.04,5.0,5.0,5.0,5.0,5.0,5.0,4.8,78702,1,2.5,4055.0,1,1,1,1,1,0,1
354569,0.0,,,,1.0,1.0,Entire home,Entire home/apt,6,3,100,0,0,248.0,11,0.08,5.0,5.0,5.0,5.0,5.0,5.0,5.0,78703,1,2.0,4016.0,1,1,1,1,1,0,1
355176,0.0,,,,1.0,1.0,Entire rental unit,Entire home/apt,2,30,1125,0,0,110.0,21,0.16,4.85,4.9,4.55,4.8,4.8,4.75,4.8,78745,1,1.0,4054.0,1,1,1,1,1,1,1
355232,0.0,,,0.0,1.0,1.0,Entire home,Entire home/apt,7,1,7,0,365,1000.0,3,0.02,5.0,4.67,5.0,5.0,5.0,5.0,5.0,78704,1,,4054.0,1,1,1,1,1,0,1
355328,0.0,,,,1.0,1.0,Entire home,Entire home/apt,2,1,1125,0,0,100.0,0,,4.93,4.95,4.92,5.0,5.0,4.92,4.86,78704,1,1.0,4054.0,1,1,1,1,1,0,1
355792,0.0,,,,1.0,1.0,Entire rental unit,Entire home/apt,2,2,30,0,0,97.0,14,0.1,4.85,4.92,4.85,5.0,5.0,4.85,4.67,78703,1,1.0,4054.0,1,1,1,1,1,1,1
356675,0.0,,,,1.0,1.0,Entire home,Entire home/apt,6,30,90,0,0,1050.0,2,0.01,5.0,5.0,5.0,5.0,5.0,5.0,5.0,78703,1,2.5,4053.0,1,1,1,1,1,0,1
356719,0.0,,,,1.0,1.0,Entire home,Entire home/apt,9,2,7,0,0,300.0,1,0.01,0.0,5.0,5.0,5.0,5.0,5.0,5.0,78723,1,2.0,4053.0,1,1,1,1,1,0,1
356837,1.0,within an hour,0.9,0.96,6.0,1.0,Entire townhouse,Entire home/apt,6,30,1125,0,348,728.0,35,0.26,4.85,4.83,4.8,4.89,4.86,4.86,4.71,78701,1,2.5,4052.0,1,1,1,0,1,1,1
357529,1.0,within an hour,1.0,0.98,3.0,1.0,Entire home,Entire home/apt,5,3,150,0,118,325.0,333,2.49,4.98,4.98,4.96,5.0,5.0,4.97,4.91,78704,1,1.0,4052.0,1,1,1,1,1,1,1
358164,1.0,within an hour,1.0,1.0,2.0,1.0,Private room in cabin,Private room,2,2,29,0,285,114.0,220,1.64,4.95,4.96,4.94,4.97,4.98,4.89,4.86,78751,0,1.0,4051.0,1,0,1,1,1,1,1
358643,0.0,,,,3.0,1.0,Entire home,Entire home/apt,4,1,4,0,0,800.0,0,,4.93,4.95,4.92,5.0,5.0,4.92,4.86,78704,1,0.0,4051.0,1,1,1,1,1,0,1
362460,0.0,,,,1.0,1.0,Entire home,Entire home/apt,4,4,14,0,0,625.0,0,,4.93,4.95,4.92,5.0,5.0,4.92,4.86,78756,1,1.0,4048.0,1,1,1,1,1,0,1
362662,0.0,within a few hours,1.0,0.83,1.0,1.0,Entire home,Entire home/apt,10,2,1125,0,354,729.0,108,0.86,4.82,4.74,4.86,4.95,4.98,4.71,4.66,78702,1,4.0,4048.0,1,1,1,1,1,0,1
363040,1.0,within an hour,1.0,0.98,2.0,1.0,Entire guest suite,Entire home/apt,3,1,31,0,46,99.0,355,2.65,4.84,4.83,4.91,4.96,4.97,4.91,4.83,78704,0,1.0,4600.0,1,0,1,0,1,1,1
363944,0.0,within an hour,1.0,0.99,13.0,1.0,Entire home,Entire home/apt,12,4,390,0,145,1154.0,31,0.28,4.94,4.93,4.87,5.0,4.9,4.87,4.7,78704,1,4.0,4047.0,1,1,1,1,1,1,1
364025,0.0,,,,1.0,1.0,Entire rental unit,Entire home/apt,6,5,12,0,0,225.0,13,0.11,4.69,4.54,4.0,4.77,4.92,4.92,4.46,78703,1,1.0,4047.0,1,1,1,1,1,1,0
364269,0.0,within an hour,1.0,0.99,13.0,1.0,Entire home,Entire home/apt,6,4,400,1,340,402.0,104,0.78,4.88,4.93,4.88,4.98,4.96,4.98,4.79,78704,1,2.5,4047.0,1,1,1,0,1,1,1
364402,0.0,,,1.0,5.0,1.0,Private room in bungalow,Private room,1,60,1125,0,362,65.0,17,0.17,4.94,4.94,4.88,5.0,5.0,4.94,4.88,78751,0,1.0,4046.0,1,1,1,1,1,1,0
365471,1.0,within an hour,1.0,1.0,1.0,1.0,Entire home,Entire home/apt,8,1,1125,0,96,344.0,103,0.77,4.82,4.83,4.82,4.98,4.99,4.8,4.64,78702,1,2.5,4046.0,1,1,1,1,1,1,1
367356,0.0,within an hour,0.91,0.99,85.0,1.0,Entire cottage,Entire home/apt,6,1,1125,1,364,152.0,179,1.34,4.75,4.82,4.79,4.87,4.88,4.9,4.71,78751,1,1.0,4130.0,1,1,1,1,1,0,1
367789,0.0,,,,1.0,1.0,Entire home,Entire home/apt,8,4,60,0,0,2150.0,1,0.01,5.0,5.0,5.0,5.0,5.0,5.0,5.0,78703,1,4.5,4044.0,1,1,1,1,1,0,1
369090,0.0,,,,2.0,1.0,Entire rental unit,Entire home/apt,7,1,5,0,0,650.0,0,,4.93,4.95,4.92,5.0,5.0,4.92,4.86,78704,1,1.0,4043.0,1,1,1,1,1,0,1
381240,0.0,within a few hours,1.0,1.0,2.0,1.0,Entire townhouse,Entire home/apt,2,4,28,0,242,432.0,9,0.07,5.0,5.0,5.0,5.0,5.0,5.0,4.88,78704,1,2.5,4040.0,1,1,1,1,1,1,1
383603,1.0,within a few hours,1.0,0.8,2.0,1.0,Private room in home,Private room,2,4,120,0,80,155.0,113,0.84,4.88,4.83,4.83,4.97,4.97,4.64,4.79,78702,0,1.0,4037.0,1,1,1,1,1,0,1
406911,1.0,within an hour,1.0,1.0,2.0,1.0,Entire guest suite,Entire home/apt,2,1,1124,0,315,181.0,413,3.25,4.95,4.95,4.97,4.98,4.99,4.97,4.89,78704,1,1.0,4083.0,1,0,1,1,1,1,1
412290,0.0,within a few hours,1.0,1.0,3.0,1.0,Private room in rental unit,Private room,2,1,5,0,0,47.0,52,0.41,4.67,4.82,4.73,4.87,4.85,4.64,4.64,78704,1,1.5,4068.0,1,1,1,1,1,0,0
424279,1.0,,,1.0,4.0,1.0,Entire condo,Entire home/apt,4,30,200,0,213,240.0,27,0.22,4.89,4.96,4.81,5.0,5.0,4.93,4.74,78704,1,2.0,4189.0,1,1,1,1,1,1,1
430683,1.0,within a few hours,1.0,0.88,4.0,1.0,Entire home,Entire home/apt,5,31,1125,0,103,695.0,2,0.02,5.0,5.0,5.0,5.0,5.0,5.0,5.0,78731,1,2.0,4003.0,1,1,1,1,1,0,1
433996,1.0,within an hour,1.0,1.0,19.0,1.0,Entire loft,Entire home/apt,2,2,90,1,132,169.0,277,2.11,4.81,4.89,4.87,4.97,4.94,4.9,4.75,78704,1,2.0,4000.0,1,1,1,1,1,1,1
435211,0.0,,,,3.0,1.0,Private room in rental unit,Private room,3,2,14,0,0,82.0,164,1.24,4.84,4.8,4.82,4.92,4.91,4.96,4.82,78701,1,1.0,4085.0,1,0,1,1,0,1,0
438411,0.0,within a day,1.0,0.5,4.0,1.0,Entire home,Entire home/apt,4,30,180,0,74,200.0,16,0.12,4.94,5.0,4.94,5.0,5.0,4.69,4.88,78702,0,1.0,3998.0,1,1,1,0,1,1,1
442720,0.0,within an hour,1.0,1.0,3.0,1.0,Entire home,Entire home/apt,10,7,60,0,275,421.0,103,0.78,4.81,4.82,4.74,4.95,4.96,4.82,4.77,78746,0,3.0,3994.0,1,1,1,1,1,1,1
461404,1.0,within an hour,1.0,0.93,2.0,1.0,Entire bungalow,Entire home/apt,4,2,60,0,194,136.0,92,0.73,4.76,4.91,4.69,4.99,4.99,4.87,4.79,78756,1,1.0,4236.0,1,1,1,1,1,1,1
474901,0.0,within a day,1.0,0.0,1.0,1.0,Entire home,Entire home/apt,6,2,14,0,362,599.0,5,0.05,5.0,5.0,5.0,5.0,5.0,5.0,5.0,78704,1,3.0,3975.0,1,1,1,1,1,0,1
479197,0.0,within a few hours,1.0,1.0,3.0,1.0,Private room in condo,Private room,2,30,360,0,314,60.0,32,0.24,4.94,4.97,4.78,5.0,5.0,4.84,4.81,78704,1,1.0,4035.0,1,1,1,1,1,1,1
485360,1.0,within a few hours,1.0,0.88,1.0,1.0,Entire condo,Entire home/apt,2,4,31,0,53,216.0,141,1.27,4.96,4.96,4.96,4.99,5.0,4.97,4.86,78702,1,1.0,3970.0,1,1,1,1,1,1,1
501861,1.0,within an hour,1.0,0.88,4.0,1.0,Entire guesthouse,Entire home/apt,4,2,180,0,296,407.0,94,1.21,4.97,4.95,4.96,5.0,5.0,4.99,4.82,78704,1,1.0,3960.0,1,1,0,1,1,1,1
510168,1.0,within an hour,1.0,1.0,2.0,1.0,Entire home,Entire home/apt,6,3,1125,1,331,343.0,116,1.12,4.92,4.92,4.83,4.98,4.95,4.9,4.83,78733,1,2.0,4284.0,1,1,1,1,1,1,1
517378,0.0,,,,2.0,1.0,Entire rental unit,Entire home/apt,5,1,1125,0,0,250.0,0,,4.93,4.95,4.92,5.0,5.0,4.92,4.86,78745,1,2.0,3952.0,1,1,1,1,1,0,1
517430,1.0,within an hour,1.0,1.0,1.0,1.0,Entire rental unit,Entire home/apt,4,2,90,0,188,167.0,174,1.52,4.99,4.99,5.0,5.0,4.96,5.0,4.94,78705,1,1.0,3952.0,1,1,1,1,1,1,1
522136,1.0,within an hour,1.0,0.99,2.0,1.0,Entire rental unit,Entire home/apt,4,3,50,1,98,188.0,481,3.68,4.96,4.98,4.95,4.99,4.99,4.88,4.89,78701,1,1.0,3950.0,1,1,1,1,1,1,1
525231,1.0,within a few hours,1.0,0.97,1.0,1.0,Entire guesthouse,Entire home/apt,5,2,95,0,137,137.0,109,0.85,4.88,4.92,4.86,4.96,4.94,4.82,4.82,78757,1,1.0,3956.0,1,1,1,0,1,1,1
528338,1.0,within an hour,1.0,1.0,2.0,1.0,Entire rental unit,Entire home/apt,3,2,1125,0,2,207.0,516,3.94,4.9,4.92,4.92,4.97,4.97,4.95,4.89,78704,1,1.0,3946.0,1,1,1,1,1,1,1
530483,0.0,,,0.5,2.0,1.0,Entire home,Entire home/apt,3,28,74,0,83,325.0,16,0.13,4.54,4.64,4.64,4.57,4.57,4.57,4.21,78722,0,2.0,4450.0,1,1,1,1,1,1,1
540377,1.0,within an hour,1.0,1.0,2.0,1.0,Entire home,Entire home/apt,5,3,14,0,0,255.0,7,0.06,5.0,5.0,4.86,5.0,5.0,5.0,4.86,78704,1,2.0,4243.0,1,1,1,1,1,0,1
542124,1.0,within a few hours,1.0,1.0,2.0,1.0,Private room in home,Private room,2,2,120,0,352,115.0,52,0.43,4.98,4.96,5.0,4.98,5.0,4.96,4.9,78702,1,1.0,3963.0,1,1,1,1,1,0,1
560094,1.0,within an hour,1.0,0.89,6.0,1.0,Entire home,Entire home/apt,8,2,1125,0,336,573.0,89,0.7,4.88,4.92,4.76,5.0,4.98,4.93,4.75,78704,1,3.0,3768.0,1,1,1,1,1,0,1
563735,0.0,within a few hours,1.0,0.0,2.0,1.0,Private room in home,Private room,2,30,1125,0,314,55.0,1,0.01,5.0,5.0,5.0,5.0,5.0,5.0,5.0,78704,1,1.0,3928.0,1,1,1,1,1,0,1
587572,0.0,within an hour,0.9,1.0,7.0,1.0,Entire condo,Entire home/apt,3,2,90,0,209,139.0,193,1.51,4.78,4.89,4.75,4.94,4.89,4.87,4.82,78704,1,1.0,3524.0,1,1,1,1,1,1,1
592958,0.0,within an hour,1.0,0.97,3.0,1.0,Entire home,Entire home/apt,8,1,1125,0,197,662.0,84,0.69,4.9,4.85,4.94,4.94,4.94,4.99,4.84,78704,0,1.5,3913.0,1,1,1,1,1,1,1
602877,0.0,,,,2.0,1.0,Entire condo,Entire home/apt,2,30,270,0,295,95.0,5,0.04,3.75,4.5,3.25,4.75,5.0,5.0,4.0,78757,1,1.0,4188.0,1,1,1,1,0,0,1
603084,0.0,within a few hours,1.0,1.0,4.0,1.0,Entire home,Entire home/apt,8,30,183,0,98,191.0,94,0.75,4.77,4.81,4.83,4.93,4.97,4.49,4.67,78745,0,2.0,4188.0,1,1,1,1,1,1,1
607536,1.0,within a day,1.0,0.69,1.0,1.0,Private room in home,Private room,4,2,1125,0,341,152.0,143,1.12,4.87,4.79,4.73,4.99,4.99,4.68,4.82,78723,1,1.5,3952.0,1,1,1,0,1,1,1
609427,0.0,within a day,1.0,0.83,2.0,1.0,Entire guesthouse,Entire home/apt,2,30,75,0,161,110.0,60,0.47,4.83,4.91,4.8,4.89,4.88,4.91,4.77,78704,0,1.0,5126.0,1,1,1,1,1,1,1
609618,0.0,,,0.0,3.0,1.0,Private room in home,Private room,2,2,18,0,0,70.0,28,0.22,5.0,4.96,5.0,5.0,5.0,4.79,5.0,78722,1,2.0,3907.0,1,1,1,1,1,0,0
620532,1.0,within an hour,1.0,0.99,3.0,1.0,Entire guesthouse,Entire home/apt,2,30,365,0,235,60.0,22,0.17,4.95,5.0,5.0,4.95,4.91,5.0,4.86,78722,0,1.0,4281.0,1,1,1,0,1,1,1
622495,1.0,within a few hours,1.0,0.94,30.0,1.0,Entire condo,Entire home/apt,2,30,1125,0,241,127.0,34,0.27,4.91,4.94,4.84,4.97,4.94,4.84,4.78,78705,1,1.0,5107.0,1,1,1,1,1,1,1
628034,1.0,within an hour,1.0,0.99,21.0,1.0,Entire bungalow,Entire home/apt,5,1,60,0,243,229.0,641,5.0,4.91,4.92,4.88,4.98,4.97,4.67,4.87,78702,1,2.0,3965.0,1,1,1,1,1,1,1
632659,1.0,within an hour,1.0,1.0,10.0,1.0,Entire guesthouse,Entire home/apt,4,2,150,0,89,292.0,413,3.29,4.99,4.99,4.97,5.0,5.0,4.94,4.96,78722,1,1.0,3892.0,1,1,1,1,1,1,1
637480,0.0,,,,3.0,1.0,Entire rental unit,Entire home/apt,3,3,30,0,0,190.0,11,0.15,4.8,4.8,4.9,4.7,4.9,4.8,4.8,78703,1,1.0,3889.0,1,1,1,0,1,0,1
642674,0.0,within an hour,1.0,0.0,3.0,1.0,Entire guest suite,Entire home/apt,2,29,1125,0,238,125.0,52,0.46,5.0,4.98,4.98,5.0,5.0,5.0,4.96,78737,0,1.0,4019.0,1,1,1,1,1,1,1
644051,0.0,,,0.0,2.0,1.0,Entire home,Entire home/apt,10,2,90,0,291,1158.0,37,0.3,4.92,4.89,4.89,4.97,5.0,5.0,4.86,78704,1,2.0,3885.0,1,1,1,1,1,0,1
649833,0.0,,,,13.0,1.0,Entire home,Entire home/apt,6,3,7,0,365,899.0,1,0.01,5.0,5.0,4.0,5.0,5.0,5.0,3.0,78701,1,1.5,3881.0,1,0,1,0,1,0,1
660425,1.0,within an hour,1.0,1.0,2.0,1.0,Entire guest suite,Entire home/apt,4,2,30,0,143,162.0,167,1.32,4.91,4.97,5.0,4.99,4.97,4.92,4.82,78704,1,1.0,3874.0,1,1,1,1,1,1,1
662226,1.0,within an hour,1.0,1.0,2.0,1.0,Entire home,Entire home/apt,4,30,270,0,330,160.0,24,0.19,4.96,5.0,4.96,5.0,5.0,4.95,4.86,78757,0,1.0,4355.0,1,1,1,1,1,0,1
662245,0.0,,,,1.0,1.0,Entire condo,Entire home/apt,6,5,360,0,0,493.0,2,0.02,3.5,4.5,3.0,4.5,4.5,4.0,3.0,78703,0,2.0,3873.0,1,1,1,1,1,0,1
664013,0.0,within an hour,1.0,1.0,3.0,1.0,Private room in home,Private room,2,2,14,1,170,82.0,187,1.51,4.83,4.87,4.77,4.97,4.94,4.89,4.88,78733,1,1.0,4547.0,1,1,1,1,1,1,0
666423,0.0,within a day,0.86,0.21,5.0,1.0,Entire home,Entire home/apt,6,2,1125,0,362,482.0,16,0.15,4.93,4.93,4.87,4.93,4.93,4.87,4.87,78704,1,1.0,3976.0,1,1,1,1,1,1,1
666768,0.0,within a day,0.86,0.21,5.0,1.0,Private room in cabin,Private room,2,2,1125,0,362,100.0,8,0.08,4.88,5.0,5.0,5.0,5.0,4.75,4.88,78704,1,,3976.0,1,0,1,1,1,0,0
668239,0.0,,,,1.0,1.0,Entire home,Entire home/apt,5,3,120,0,0,467.0,116,0.95,4.9,4.9,4.92,4.96,4.95,4.74,4.85,78704,1,1.0,3869.0,1,1,1,1,1,1,1
668301,1.0,within an hour,1.0,1.0,1.0,1.0,Entire guesthouse,Entire home/apt,4,3,25,1,43,436.0,170,1.34,4.9,4.92,4.95,4.98,4.94,4.98,4.8,78704,1,2.0,3917.0,1,1,1,1,1,1,1
669469,0.0,,,1.0,3.0,1.0,Entire rental unit,Entire home/apt,4,1,120,0,0,821.0,350,2.73,4.63,4.81,4.7,4.83,4.83,4.9,4.62,78701,0,1.0,3868.0,1,1,1,0,1,0,1
676107,1.0,within an hour,1.0,1.0,5.0,1.0,Private room in home,Private room,2,1,6,0,0,66.0,253,2.21,4.93,4.94,4.96,4.93,4.96,4.84,4.92,78748,0,1.0,3864.0,1,1,1,1,1,0,1
676959,1.0,within an hour,1.0,1.0,5.0,1.0,Private room in guest suite,Private room,2,1,6,0,1,49.0,417,3.56,4.88,4.93,4.95,4.93,4.92,4.81,4.92,78748,0,1.0,3864.0,1,1,1,1,1,0,1
685361,0.0,within a day,1.0,1.0,2.0,1.0,Entire home,Entire home/apt,8,2,180,0,354,1350.0,37,0.3,4.89,4.95,4.95,4.95,4.89,4.86,4.76,78703,1,3.5,3858.0,1,1,1,1,1,1,1
685451,1.0,within an hour,1.0,0.96,30.0,1.0,Campsite,Entire home/apt,16,2,6,0,362,20.0,37,0.3,4.89,4.83,4.69,4.92,4.89,4.81,4.94,78745,0,1.0,4103.0,1,1,0,1,0,0,0
686463,1.0,within an hour,1.0,1.0,19.0,1.0,Entire home,Entire home/apt,8,2,1125,0,364,1000.0,12,0.09,5.0,4.9,5.0,5.0,5.0,4.8,4.7,78704,0,2.0,4000.0,1,1,1,1,1,1,1
687675,0.0,,,,2.0,1.0,Entire home,Entire home/apt,8,2,9,0,0,275.0,67,0.55,4.7,4.81,4.62,4.95,4.98,4.73,4.63,78731,1,2.0,3856.0,1,1,1,1,1,0,1
692220,0.0,within an hour,1.0,1.0,4.0,1.0,Entire home,Entire home/apt,4,30,1125,0,76,65.0,64,0.5,4.68,4.69,4.64,4.86,4.92,4.84,4.56,78704,1,1.0,3853.0,1,1,1,1,1,1,1
693890,0.0,,,,2.0,1.0,Entire rental unit,Entire home/apt,4,2,14,0,0,545.0,0,,4.93,4.95,4.92,5.0,5.0,4.92,4.86,78704,1,1.0,3852.0,1,1,1,0,1,0,1
698373,0.0,within an hour,1.0,0.75,2.0,1.0,Private room in rental unit,Private room,2,3,14,0,0,250.0,0,,4.93,4.95,4.92,5.0,5.0,4.92,4.86,78704,1,2.0,3848.0,1,1,1,1,1,0,1
699018,0.0,within an hour,0.9,0.92,3.0,1.0,Entire home,Entire home/apt,8,3,90,1,141,153.0,59,0.47,4.62,4.61,4.68,4.95,4.91,4.88,4.52,78731,1,1.0,3848.0,1,1,1,1,1,1,1
699485,0.0,,,,1.0,1.0,Entire home,Entire home/apt,3,1,1125,0,0,400.0,0,,4.93,4.95,4.92,5.0,5.0,4.92,4.86,78745,1,1.5,3848.0,1,1,1,1,1,0,1
701159,0.0,,,,1.0,1.0,Entire condo,Entire home/apt,2,2,5,0,0,225.0,9,0.07,4.67,5.0,4.71,5.0,5.0,4.86,4.71,78703,0,1.0,3936.0,1,1,1,1,1,0,1
701300,0.0,,,,1.0,1.0,Entire home,Entire home/apt,7,2,4,0,0,1250.0,0,,4.93,4.95,4.92,5.0,5.0,4.92,4.86,78759,1,3.0,3847.0,1,1,1,1,1,0,1
701392,0.0,,,,1.0,1.0,Entire home,Entire home/apt,6,2,1125,1,0,228.0,142,1.16,4.92,4.94,4.87,4.97,4.99,4.91,4.88,78705,1,2.0,3994.0,1,1,1,1,1,1,1
702474,0.0,,,,3.0,1.0,Private room in rental unit,Private room,3,1,1125,0,0,300.0,0,,4.93,4.95,4.92,5.0,5.0,4.92,4.86,78704,1,1.0,3846.0,1,1,1,1,1,0,1
702825,1.0,within an hour,1.0,1.0,1.0,1.0,Entire home,Entire home/apt,7,3,120,0,309,320.0,242,1.96,4.9,4.94,4.69,4.97,5.0,4.9,4.88,78704,1,2.0,3846.0,1,1,1,1,1,1,1
704589,0.0,within a few hours,1.0,0.78,1.0,1.0,Entire condo,Entire home/apt,2,2,1125,0,363,276.0,44,0.35,4.95,4.95,5.0,4.93,5.0,4.86,4.8,78741,1,1.0,3845.0,1,1,1,1,1,1,1
705858,1.0,within an hour,0.99,0.99,4.0,1.0,Entire home,Entire home/apt,2,1,10,1,235,268.0,821,6.51,4.96,4.96,4.92,4.98,4.98,4.97,4.91,78704,1,1.0,3844.0,1,1,1,0,1,1,1
710276,0.0,,,,2.0,1.0,Entire home,Entire home/apt,3,5,1125,0,0,233.0,5,0.05,5.0,5.0,5.0,5.0,5.0,5.0,5.0,78704,1,1.0,4205.0,1,1,1,1,1,0,1
711149,0.0,,,0.0,4.0,1.0,Entire home,Entire home/apt,6,1,1125,0,365,1100.0,0,,4.93,4.95,4.92,5.0,5.0,4.92,4.86,78734,1,,3840.0,1,1,1,0,1,1,1
714922,1.0,within a day,1.0,1.0,2.0,1.0,Entire home,Entire home/apt,2,30,180,0,127,89.0,90,0.71,4.91,4.96,4.98,4.96,5.0,4.89,4.83,78704,1,1.0,3877.0,1,1,1,0,1,1,1
716119,0.0,,,,1.0,1.0,Entire guest suite,Entire home/apt,2,1,45,0,0,149.0,265,2.09,4.88,4.9,4.85,4.97,4.96,4.7,4.81,78754,1,1.0,3846.0,1,1,1,0,1,1,1
719298,0.0,,,,2.0,1.0,Entire home,Entire home/apt,8,4,5,0,0,850.0,0,,4.93,4.95,4.92,5.0,5.0,4.92,4.86,78702,1,2.5,3907.0,1,1,1,1,1,0,1
720315,1.0,within an hour,1.0,1.0,1.0,1.0,Entire condo,Entire home/apt,2,2,10,0,168,200.0,125,1.04,4.95,4.95,4.78,4.98,4.98,4.96,4.94,78741,1,1.0,4427.0,1,1,1,1,1,1,1
720369,0.0,within an hour,1.0,0.5,1.0,1.0,Entire townhouse,Entire home/apt,7,2,20,0,142,244.0,82,0.67,4.94,4.94,4.95,4.97,5.0,4.92,4.86,78723,1,2.5,3834.0,1,1,1,1,1,0,1
723950,1.0,within a few hours,1.0,1.0,1.0,1.0,Entire bungalow,Entire home/apt,5,5,1125,0,308,180.0,92,0.76,4.8,4.87,4.84,4.97,4.93,4.82,4.78,78702,0,2.0,3831.0,1,1,1,1,1,1,1
726770,1.0,within a few hours,1.0,1.0,4.0,1.0,Private room in home,Private room,1,30,90,0,177,70.0,21,0.17,4.9,4.89,4.84,5.0,5.0,4.84,4.84,78722,1,1.0,4172.0,1,1,1,1,1,0,1
727593,0.0,,,,2.0,0.0,Entire home,Entire home/apt,8,360,360,0,364,5343.0,7,0.06,5.0,5.0,5.0,5.0,5.0,5.0,4.8,78746,1,2.0,3829.0,1,0,1,1,1,0,1
728728,0.0,,,1.0,3.0,1.0,Private room in home,Private room,2,30,60,0,365,33.0,51,0.42,4.92,4.9,4.8,4.94,4.96,4.71,4.76,78744,1,1.0,3828.0,1,1,1,1,1,0,1
729271,0.0,,,,1.0,1.0,Entire home,Entire home/apt,4,4,9,0,0,700.0,8,0.07,4.71,4.71,4.86,5.0,5.0,4.57,4.57,78704,1,2.0,3827.0,1,1,1,1,1,0,1
731024,1.0,within a few hours,0.8,0.89,5.0,1.0,Entire home,Entire home/apt,6,3,30,0,318,500.0,32,0.25,4.97,5.0,4.97,4.94,4.97,4.97,4.94,78702,1,2.0,4066.0,1,1,1,1,1,0,1
733203,1.0,within an hour,0.92,1.0,4.0,1.0,Entire home,Entire home/apt,10,2,330,1,334,657.0,287,2.27,4.95,4.96,4.9,4.94,4.97,4.8,4.85,78702,1,2.0,3824.0,1,1,1,1,1,1,1
735592,1.0,within an hour,1.0,0.91,1.0,1.0,Entire guest suite,Entire home/apt,4,2,1125,0,328,229.0,21,2.35,4.9,4.86,5.0,5.0,5.0,4.95,4.76,78737,1,1.0,4549.0,1,1,0,1,1,1,0
735659,0.0,,,,1.0,1.0,Entire home,Entire home/apt,8,3,1125,0,0,1200.0,0,,4.93,4.95,4.92,5.0,5.0,4.92,4.86,78738,1,3.5,3823.0,1,1,1,1,1,0,1
735775,0.0,,,,1.0,1.0,Entire home,Entire home/apt,10,3,14,0,0,375.0,0,,4.93,4.95,4.92,5.0,5.0,4.92,4.86,78745,0,2.0,3905.0,1,1,1,1,1,0,1
736279,0.0,,,1.0,2.0,1.0,Private room in home,Private room,2,30,1125,0,207,70.0,19,0.16,4.95,4.95,4.89,5.0,5.0,4.95,4.89,78759,1,1.0,3823.0,1,1,1,1,1,1,1
742593,1.0,within an hour,1.0,1.0,4.0,1.0,Entire bungalow,Entire home/apt,8,3,100,0,112,807.0,133,1.09,4.96,4.95,4.95,4.98,4.98,4.91,4.84,78751,1,2.0,3919.0,1,1,1,0,1,1,1
746317,0.0,within an hour,1.0,0.99,13.0,1.0,Entire home,Entire home/apt,4,4,375,0,229,296.0,81,0.66,4.89,4.94,4.89,4.95,4.96,4.93,4.7,78704,1,1.5,4047.0,1,1,1,0,1,1,1
